Date,Hours,Visitors,Visitors/Hr,Notes
2/6/2014,6,183,30.5,
2/7/2014,6,189,31.5,
2/8/2014,5,302,60.4,
2/9/2014,3,161,53.66666667,
2/10/2014,3,63,21,
2/11/2014,5,63,12.6,
2/12/2014,0,0,Closed,
2/13/2014,0,0,Closed,
2/14/2014,4,48,12,
2/15/2014,5,248,49.6,
2/16/2014,3,175,58.33333333,
2/17/2014,3,111,37,
2/18/2014,6,126,21,
2/19/2014,5,97,19.4,
2/20/2014,6,186,31,
2/21/2014,6,235,39.16666667,
2/22/2014,5,281,56.2,
2/23/2014,3,107,35.66666667,
2/24/2014,3,72,24,
2/25/2014,6,143,23.83333333,
2/26/2014,6,229,38.16666667,
2/27/2014,6,133,22.16666667,
2/28/2014,6,319,53.16666667,
3/1/2014,5,316,63.2,
3/2/2014,3,147,49,
3/3/2014,2,19,9.5,
3/4/2014,4,50,12.5,
3/5/2014,5,244,48.8,
3/6/2014,6,211,35.16666667,
3/7/2014,6,153,25.5,
3/8/2014,5,288,57.6,
3/9/2014,3,147,49,
3/10/2014,3,68,22.66666667,
3/11/2014,6,259,43.16666667,
3/12/2014,5,143,28.6,
3/13/2014,6,262,43.66666667,
3/14/2014,6,255,42.5,
3/15/2014,5,309,61.8,
3/16/2014,3,201,67,
3/17/2014,3,111,37,
3/18/2014,6,161,26.83333333,
3/19/2014,6,239,39.83333333,
3/20/2014,6,258,43,
3/21/2014,6,332,55.33333333,
3/22/2014,5,170,34,
3/23/2014,3,128,42.66666667,
3/24/2014,3,90,30,
3/25/2014,6,302,50.33333333,
3/26/2014,6,333,55.5,
3/27/2014,6,394,65.66666667,
3/28/2014,6,313,52.16666667,
3/29/2014,5,335,67,
3/30/2014,3,164,54.66666667,
3/31/2014,3,115,38.33333333,
4/1/2014,6,316,52.66666667,
4/2/2014,6,247,41.16666667,
4/3/2014,6,251,41.83333333,
4/4/2014,6,333,55.5,
4/5/2014,5,225,45,
4/6/2014,3,132,44,
4/7/2014,3,81,27,
4/8/2014,6,256,42.66666667,
4/9/2014,6,343,57.16666667,
4/10/2014,6,261,43.5,
4/11/2014,6,195,32.5,
4/12/2014,5,132,26.4,
4/13/2014,0,0,Closed,
4/14/2014,3,118,39.33333333,
4/15/2014,3,208,69.33333333,
4/16/2014,6,392,65.33333333,
4/17/2014,6,408,68,
4/18/2014,6,325,54.16666667,
4/19/2014,5,382,76.4,
4/20/2014,3,104,34.66666667,
4/21/2014,3,127,42.33333333,
4/22/2014,6,377,62.83333333,
4/23/2014,6,304,50.66666667,
4/24/2014,6,291,48.5,
4/25/2014,6,314,52.33333333,
4/26/2014,5,251,50.2,
4/27/2014,3,97,32.33333333,
4/28/2014,3,36,12,
4/29/2014,6,266,44.33333333,
4/30/2014,6,167,27.83333333,
5/1/2014,6,237,39.5,
5/2/2014,6,273,45.5,
5/3/2014,5,194,38.8,
5/4/2014,3,85,28.33333333,
5/5/2014,3,74,24.66666667,
5/6/2014,6,278,46.33333333,
5/7/2014,6,223,37.16666667,
5/8/2014,5,255,51,
5/9/2014,6,322,53.66666667,
5/10/2014,5,195,39,
5/11/2014,3,158,52.66666667,
5/12/2014,3,28,9.333333333,
5/13/2014,6,117,19.5,
5/14/2014,6,148,24.66666667,
5/15/2014,6,253,42.16666667,
5/16/2014,6,211,35.16666667,
5/17/2014,5,203,40.6,
5/18/2014,3,146,48.66666667,
5/19/2014,3,50,16.66666667,
5/20/2014,6,297,49.5,
5/21/2014,6,254,42.33333333,
5/22/2014,6,205,34.16666667,
5/23/2014,6,253,42.16666667,
5/24/2014,5,249,49.8,
5/25/2014,2,136,68,
5/26/2014,3,119,39.66666667,
5/27/2014,6,103,17.16666667,
5/28/2014,6,198,33,
5/29/2014,6,108,18,
5/30/2014,6,102,17,
5/31/2014,5,247,49.4,
6/1/2014,3,70,23.33333333,
6/2/2014,3,46,15.33333333,
6/3/2014,6,117,19.5,
6/4/2014,6,114,19,
6/5/2014,6,139,23.16666667,
6/6/2014,6,132,22,
6/7/2014,5,189,37.8,
6/8/2014,3,132,44,
6/9/2014,3,113,37.66666667,
6/10/2014,6,185,30.83333333,
6/11/2014,6,140,23.33333333,
6/12/2014,6,191,31.83333333,
6/13/2014,6,202,33.66666667,
6/14/2014,5,254,50.8,
6/15/2014,3,157,52.33333333,
6/16/2014,3,154,51.33333333,
6/17/2014,6,298,49.66666667,
6/18/2014,6,305,50.83333333,
6/19/2014,6,230,38.33333333,
6/20/2014,6,279,46.5,
6/21/2014,5,356,71.2,
6/22/2014,3,196,65.33333333,
6/23/2014,3,135,45,
6/24/2014,6,253,42.16666667,
6/25/2014,6,251,41.83333333,
6/26/2014,6,215,35.83333333,
6/27/2014,6,303,50.5,
6/28/2014,5,311,62.2,
6/29/2014,3,179,59.66666667,
6/30/2014,3,184,61.33333333,
