Date,Hours,Visitors,Visitors/Hr,Notes
8/21/2014,6,94,15.66666667,
8/22/2014,6,54,9,
8/23/2014,6,95,15.83333333,
8/24/2014,6,135,22.5,
8/25/2014,3,79,26.33333333,
8/26/2014,3,12,4,
8/27/2014,6,16,2.666666667,
8/28/2014,6,18,3,
8/29/2014,6,31,5.166666667,
8/30/2014,6,38,6.333333333,
8/31/2014,6,194,32.33333333,
9/1/2014,3,107,35.66666667,
9/2/2014,3,68,22.66666667,
9/3/2014,6,34,5.666666667,
9/4/2014,6,20,3.333333333,
9/5/2014,6,4,0.6666666667,
9/6/2014,6,36,6,
9/7/2014,6,48,8,
9/8/2014,3,60,20,
9/9/2014,3,3,1,
9/10/2014,6,6,1,
9/11/2014,6,36,6,
9/12/2014,6,17,2.833333333,
9/13/2014,6,24,4,
9/14/2014,6,119,19.83333333,
9/15/2014,3,46,15.33333333,
9/16/2014,3,8,2.666666667,
9/17/2014,2,18,9,
9/18/2014,6,22,3.666666667,
9/19/2014,2,8,4,
9/20/2014,3,45,15,
9/21/2014,6,418,69.66666667,
9/22/2014,3,72,24,
9/23/2014,3,50,16.66666667,
9/24/2014,2,5,2.5,
9/25/2014,6,15,2.5,
9/26/2014,6,59,9.833333333,
9/27/2014,6,51,8.5,
9/28/2014,3,64,21.33333333,
9/29/2014,3,55,18.33333333,
9/30/2014,0,0,Closed,
10/1/2014,6,37,6.166666667,
10/2/2014,6,68,11.33333333,
10/3/2014,0,0,Closed,
10/4/2014,1.5,6,4,
10/5/2014,6,78,13,
10/6/2014,3,83,27.66666667,
10/7/2014,3,21,7,
10/8/2014,3,10,3.333333333,
10/9/2014,6,61,10.16666667,
10/10/2014,6,62,10.33333333,
10/11/2014,6,76,12.66666667,
10/12/2014,6,155,25.83333333,
10/13/2014,3,76,25.33333333,
10/14/2014,3,46,15.33333333,
10/15/2014,6,32,5.333333333,
10/16/2014,6,35,5.833333333,
10/17/2014,6,150,25,
10/18/2014,6,96,16,
10/19/2014,6,111,18.5,
10/20/2014,3,69,23,
10/21/2014,3,16,5.333333333,
10/22/2014,8,121,15.125,
10/23/2014,6,58,9.666666667,
10/24/2014,6,83,13.83333333,
10/25/2014,3,59,19.66666667,
10/26/2014,6,101,16.83333333,
10/27/2014,3,43,14.33333333,
10/28/2014,3,27,9,
10/29/2014,6,43,7.166666667,
10/30/2014,6,189,31.5,
10/31/2014,0,0,Closed,
11/1/2014,6,87,14.5,
11/2/2014,2.5,62,24.8,
11/3/2014,3,60,20,
11/4/2014,3,19,6.333333333,
11/5/2014,6,37,6.166666667,
11/6/2014,0,0,Closed,
11/7/2014,2,7,3.5,
11/8/2014,6,240,40,
11/9/2014,6,172,28.66666667,
11/10/2014,3,74,24.66666667,
11/11/2014,3,73,24.33333333,
11/12/2014,6,140,23.33333333,
11/13/2014,3,3,1,
11/14/2014,3,24,8,
11/15/2014,1.5,8,5.333333333,
11/16/2014,6,177,29.5,
11/17/2014,3,89,29.66666667,
11/18/2014,3,11,3.666666667,
11/19/2014,6,101,16.83333333,
11/20/2014,0,0,Closed,
11/21/2014,0,0,Closed,
11/22/2014,2.5,59,23.6,
11/23/2014,6,159,26.5,
11/24/2014,3,50,16.66666667,
11/25/2014,3,54,18,
11/26/2014,6,178,29.66666667,
11/27/2014,6,111,18.5,
11/28/2014,0,0,Closed,
11/29/2014,6,256,42.66666667,
11/30/2014,6,226,37.66666667,
12/1/2014,3,49,16.33333333,
